"","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"UZB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510436.235435419,239612.480284157,278491.564112606,187498.918704614,38316.2476708309,8826.06952848859,3870.54522719507,47321.7346308024,104270.020085219,16353.3353825889,47.0147545407102,2.56861195424563e-07,2.54650749820229e-07,2.52374602105476e-07,14821.5182438867,58243.2948317876,62138.1673745711,2.40805196005667e-07,2.37556247784099e-07,2.34335543969344e-07,794.539040909247,2.27995885615506e-07,2.15181559348743e-07,2.11567414587499e-07,2.07909130356398e-07,2.04323229890946e-07,2.00922805948522e-07
"VCT",47.5,1892.5,157.5,37.5,12.5,5,2.5,25,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VEN",78137.5,35500,28157.5,29582.5,54935,35065,48152.5,30847.5,25400,24702.5,38182.5,29872.5,50610,38410,430,222.5,67.5,10,0,55,287.5,5980,0,0,0,195,80,0,0,0,0,2.5,0,1600,0,0,1817.5
"VNM",4.70995881185488e-08,4.60175177963151e-08,4.49521978529432e-08,4.39130328766524e-08,4.29064388463019e-08,4.19363280768081e-08,4.10024210140136e-08,4.01021719165229e-08,3.92319801090224e-08,3.83912984736057e-08,3.75771895821941e-08,3.67951237256747e-08,3.60609261340628e-08,3.53929908714079e-08,3.48005576578103e-08,3.4283362593257e-08,3.3830756085429e-08,3.34282961311771e-08,3.30578763252376e-08,3.27062585903093e-08,3.2369751323813e-08,3.2048627307546e-08,3.17391425364022e-08,3.1438139314055e-08,3.11431052057998e-08,3.08526316716851e-08,3.05654772603248e-08,3.02800049478691e-08,2.99947844339954e-08,2.97093456502751e-08,2.94230174668897e-08,2.91372596050721e-08,2.94902723352308e-08,2.91587344269928e-08,2.88457605579495e-08,2.85383873199763e-08,2.76901584994604e-08
"VUT",97.8944578536205,4296.48275895319,1934.51504965082,10353.785977579,4854.99006601524,5493.1679840342,1405.48968613516,498.537567936845,391.678058648891,106.384283760301,1995.57873162209,685.666542714694,130.063843166838,30.8591649311328,2.47451878181295,1.80384751622409e-05,27.3332781449679,1.74031419202247e-05,1.70891421970021e-05,1.67463612057439e-05,1.6372394492481e-05,5.2886339741353,234.679565722822,6.83184157500396,117.083042909169,12.2490346316724,1.40865370318322e-05,1.37492469152178e-05,1.34255208649181e-05,1.311496764278e-05,1.28177675369212e-05,1.25334852911774e-05,1.22607148306253e-05,1.19723991094389e-05,1.17120966611761e-05,1.14609222640061e-05,1.12185483761573e-05
"WSM",7.67284285729808e-06,7.62575333479454e-06,7.57847262022882e-06,7.53574660294909e-06,1567.16532816885,461.842478427278,197.773604217055,98.8301767071855,40.3081628326518,7.58583812764174,1.88658501623508,7.2495979077658e-06,7.17857893262064e-06,7.11138073861139e-06,7.05404120737718e-06,7.00799628317039e-06,6.97075685573978e-06,6.93900191817143e-06,6.90789276736048e-06,6.87402872501242e-06,6.83671575063549e-06,6.79703326311731e-06,6.755526730573e-06,6.7133223052851e-06,6.67101159146366e-06,6.62882814639332e-06,6.58637963357744e-06,6.54315131798366e-06,6.49851588030437e-06,6.45223005524276e-06,6.40403530860478e-06,6.35453606911973e-06,6.30503431853224e-06,6.24214483868624e-06,6.19481964414526e-06,6.15145207150114e-06,6.110273417681e-06
"YEM",21639.5046735642,190452.30350683,386116.160238776,528747.611118874,376304.087778803,200551.4550933,176370.207912128,104842.135208904,223134.265303647,66959.1518009019,24317.4921747219,11907.1998331273,3919.29136296489,3388.55292764295,2415.86791979271,1745.05123124515,5080.09204008781,17681.0961112262,117748.846553865,35985.9922134013,14205.2656189341,113.387439452216,8123.2357436139,24606.055745147,23000.1946335433,28880.9379085921,7.59372961178784e-08,7.411297020532e-08,7.23591203621865e-08,7.0663600970633e-08,6.90225667732136e-08,6.74362122810024e-08,6.59028560612285e-08,6.12853798820368e-08,5.97601333973685e-08,5.83129242670566e-08,5.69377773818047e-08
"ZAF",510940.161783191,462071.041536735,549652.182516673,534446.544297435,597891.099637649,448838.225475596,793757.530797927,523897.549161187,609646.934613678,354924.925643851,157019.574252118,202436.624552661,379082.179406263,207556.747014398,233952.694491317,173026.55862601,21653.0012500736,7.15178983812237e-08,7.04861243816524e-08,6.94638794263014e-08,6.84459857680508e-08,6.74463258576452e-08,6.64660041449494e-08,6.55099651192259e-08,6.45833568846399e-08,6.36802500730838e-08,6.28028739013686e-08,6.19724028760871e-08,27612.094316115,247523.999562906,43358.0517809987,6308.40069194006,643.38498450231,5.75324998752791e-08,5.66276144864375e-08,5.57191963679315e-08,5.4925127557226e-08
"ZMB",689379.808904414,220228.525836611,144292.165028253,100867.077297957,142085.862412893,68517.62800168,35895.8128719243,26786.8726067664,13432.6664528973,9535.80471265615,5963.09154715824,15957.8706325653,20666.2536217069,25666.7330230764,18379.3780125785,17766.4845891321,14192.4405625407,52.2282701089222,54350.917814388,77442.8304701431,46435.8570233132,60564.7555701194,10469.4687397356,6.34057023329859e-07,6.17729013385748e-07,114.849187561796,321.445967454446,5.68807465128884e-07,5.52463819025739e-07,22832.3879071646,34445.3505427807,14513.6995688354,4.87347223354639e-07,4.53580292436584e-07,374.710296108426,4.2705078051597e-07,4.1449117871295e-07
"ZWE",1.19571622159143e-07,1506.03503373574,159028.029482132,108837.670501636,89558.7271592535,78117.5223909615,63419.5394222369,256119.573033867,248970.967094334,83246.1566143506,90892.3319457365,67903.9432847313,143301.624621368,179402.542009412,56300.560078691,157962.982393921,71069.1135874214,15908.4480719759,7.3107123688132e-08,7.24117856787387e-08,7.19336471499687e-08,7.1625453346158e-08,7.14435738347063e-08,7.13313177413966e-08,7.12328728225131e-08,7.11560714794501e-08,7.10675351900392e-08,7.08235970980908e-08,7.02473061942044e-08,6.92370798471842e-08,6.77767444390298e-08,6.59713537132234e-08,6.39882895558941e-08,5.87484342284839e-08,5.73864419317616e-08,5.60613920841391e-08,5.47741703105231e-08
